-85.3149,-40.0228,0,0.0229417,0.00257841,-0.998441,0.0508108,0,3
-94.4353,-40.0781,0,0.0201111,0.0115825,-0.999679,0.010158,0,3
-103.446,-40.0666,0,-0.023178,-0.00710746,0.999611,0.0138179,0,3
-112.604,-40.0577,0,0.0228976,0.00595971,-0.999677,0.0092715,0,3
-121.644,-40.0622,0,-0.0258743,-0.0032896,0.999628,0.00798814,0,3
-130.833,-40.0651,0,0.0241935,0.00707788,-0.999469,0.0206515,0,3
-139.898,-40.0116,0,-0.0212985,0.0033406,0.9997,0.0116561,0,3
-149.048,-40.0923,0,-0.0160988,0.00423044,0.999861,0.00117111,0,3
-158.195,-40.043,0,-0.0188791,0.00133579,0.999705,0.015244,0,3
-167.236,-40.0626,0,-0.018327,0.00213553,0.998065,0.059384,0,3
-176.249,-40.0064,0,-0.0220432,-0.000883766,0.999755,0.00156707,0,3
-185.388,-40.0681,0,-0.0138913,0.000949727,0.99923,0.0366783,0,3
-194.444,-40.0444,0,-0.0211763,0.000795982,0.999713,0.0111601,0,3
-203.547,-40.0064,0,-0.0240476,0.00350737,0.999558,0.0171042,0,3
-212.714,-40.0614,0,0.0249545,-0.00336162,-0.999659,0.00693464,0,3
-221.751,-40.0856,0,-0.0188518,0.00997819,0.999757,0.00557228,0,3